51.8,-1.46
49.6,2.26
47.3,-1.46
45.2,2.23
43.0,-1.49
41.0,2.20
39.0,-1.47
37.0,2.16
35.0,-1.44
33.0,2.16
31.0,-1.44
29.0,2.15
27.0,-1.40
25.0,2.15
23.0,-1.40
21.0,2.13
19.0,-1.38
17.0,2.14
15.0,-1.37
13.0,2.17
11.0,-1.38
9.0,2.18
7.0,-1.39
5.0,2.22
3.0,-1.39
1.0,2.26
-1.0,-1.38
-3.0,2.31
-5.2,-1.40
-7.3,2.33
-9.6,-1.42
-11.8,2.35
